date,n2o,t_air,t_surface,t_5,moist7,moist20,wtl,precip,wtl_1,wtl_2,wtl_3,wtl_4,wtl_5,wtl_6,wtl_7,moist7_1,moist7_2,moist7_3,moist7_4,moist7_5,moist7_6,moist7_7,moist20_1,moist20_2,moist20_3,moist20_4,moist20_5,moist20_6,moist20_7,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,t_surface_1,t_surface_2,t_surface_3,t_surface_4,t_surface_5,t_surface_6,t_surface_7,t_air_1,t_air_2,t_air_3,t_air_4,t_air_5,t_air_6,t_air_7,t_5_1,t_5_2,t_5_3,t_5_4,t_5_5,t_5_6,t_5_7
2015-06-11,74.8539653298412,10.6183503846154,11.5267145432692,8.52678329326923,0.270615839997797,0.529217757159288,-46.0948400729167,0,-45.6693049129167,-45.243769755,-44.8015679279167,-44.41769943625,-44.0588309433333,-43.7416291170833,-43.39109395875,0.308643104615465,0.294317559667996,0.315988148589826,0.318549051595705,0.313072411783785,0.307073359462894,0.301965231210375,0.572617231815978,0.560369366611339,0.588770896643871,0.592600363970117,0.603270864146094,0.594828205784572,0.554569646490106,0,0,0,0.217556727272727,0.435113454545455,0,0,11.9311202473958,11.3145064453125,11.3473664713542,12.2597402604167,10.4724908463542,10.3326577272727,10.4268383723958,11.6113129557292,10.5592779036458,11.2673501822917,12.0216812239583,10.0981594140625,10.3057084090909,10.3863159635417,8.46805708333333,8.3285491796875,8.50441891927083,8.76501876302083,7.88411212239583,8.17261838068182,8.40903385416667
2015-06-12,50.9597315803525,18.1205769230769,15.5486766826923,9.92263870192308,0.32367526627769,0.603794300566954,-46.5412085654167,0.435113454545455,-46.0948400729167,-45.6693049129167,-45.243769755,-44.8015679279167,-44.41769943625,-44.0588309433333,-43.7416291170833,0.270615839997797,0.308643104615465,0.294317559667996,0.315988148589826,0.318549051595705,0.313072411783785,0.307073359462894,0.529217757159288,0.572617231815978,0.560369366611339,0.588770896643871,0.592600363970117,0.603270864146094,0.594828205784572,0,0,0,0,0.217556727272727,0.435113454545455,0,11.5267145432692,11.9311202473958,11.3145064453125,11.3473664713542,12.2597402604167,10.4724908463542,10.3326577272727,10.6183503846154,11.6113129557292,10.5592779036458,11.2673501822917,12.0216812239583,10.0981594140625,10.3057084090909,8.52678329326923,8.46805708333333,8.3285491796875,8.50441891927083,8.76501876302083,7.88411212239583,8.17261838068182
2015-06-13,54.2562305657751,15.6562953776042,14.58357765625,9.98707671875,0.321699555380071,0.597838492581831,-46.9959103908333,0,-46.5412085654167,-46.0948400729167,-45.6693049129167,-45.243769755,-44.8015679279167,-44.41769943625,-44.0588309433333,0.32367526627769,0.270615839997797,0.308643104615465,0.294317559667996,0.315988148589826,0.318549051595705,0.313072411783785,0.603794300566954,0.529217757159288,0.572617231815978,0.560369366611339,0.588770896643871,0.592600363970117,0.603270864146094,0.435113454545455,0,0,0,0,0.217556727272727,0.435113454545455,15.5486766826923,11.5267145432692,11.9311202473958,11.3145064453125,11.3473664713542,12.2597402604167,10.4724908463542,18.1205769230769,10.6183503846154,11.6113129557292,10.5592779036458,11.2673501822917,12.0216812239583,10.0981594140625,9.92263870192308,8.52678329326923,8.46805708333333,8.3285491796875,8.50441891927083,8.76501876302083,7.88411212239583
2015-06-14,50.163505564726,11.5778446354167,12.1175009114583,10.0689626302083,0.312243311291887,0.562713325479767,-47.0381122179167,4.49617236363636,-46.9959103908333,-46.5412085654167,-46.0948400729167,-45.6693049129167,-45.243769755,-44.8015679279167,-44.41769943625,0.321699555380071,0.32367526627769,0.270615839997797,0.308643104615465,0.294317559667996,0.315988148589826,0.318549051595705,0.597838492581831,0.603794300566954,0.529217757159288,0.572617231815978,0.560369366611339,0.588770896643871,0.592600363970117,0,0.435113454545455,0,0,0,0,0.217556727272727,14.58357765625,15.5486766826923,11.5267145432692,11.9311202473958,11.3145064453125,11.3473664713542,12.2597402604167,15.6562953776042,18.1205769230769,10.6183503846154,11.6113129557292,10.5592779036458,11.2673501822917,12.0216812239583,9.98707671875,9.92263870192308,8.52678329326923,8.46805708333333,8.3285491796875,8.50441891927083,8.76501876302083
2015-06-15,35.4572934952434,9.498836484375,10.0429208125,9.55584475,0.313439362295472,0.518868947863476,-47.2261473754167,0.435113454545455,-47.0381122179167,-46.9959103908333,-46.5412085654167,-46.0948400729167,-45.6693049129167,-45.243769755,-44.8015679279167,0.312243311291887,0.321699555380071,0.32367526627769,0.270615839997797,0.308643104615465,0.294317559667996,0.315988148589826,0.562713325479767,0.597838492581831,0.603794300566954,0.529217757159288,0.572617231815978,0.560369366611339,0.588770896643871,4.49617236363636,0,0.435113454545455,0,0,0,0,12.1175009114583,14.58357765625,15.5486766826923,11.5267145432692,11.9311202473958,11.3145064453125,11.3473664713542,11.5778446354167,15.6562953776042,18.1205769230769,10.6183503846154,11.6113129557292,10.5592779036458,11.2673501822917,10.0689626302083,9.98707671875,9.92263870192308,8.52678329326923,8.46805708333333,8.3285491796875,8.50441891927083
2015-06-16,37.5275790166664,8.59379485677083,8.59869845052083,8.46294197916667,0.328728509256797,0.557804193182289,-47.7558492025,0,-47.2261473754167,-47.0381122179167,-46.9959103908333,-46.5412085654167,-46.0948400729167,-45.6693049129167,-45.243769755,0.313439362295472,0.312243311291887,0.321699555380071,0.32367526627769,0.270615839997797,0.308643104615465,0.294317559667996,0.518868947863476,0.562713325479767,0.597838492581831,0.603794300566954,0.529217757159288,0.572617231815978,0.560369366611339,0.435113454545455,4.49617236363636,0,0.435113454545455,0,0,0,10.0429208125,12.1175009114583,14.58357765625,15.5486766826923,11.5267145432692,11.9311202473958,11.3145064453125,9.498836484375,11.5778446354167,15.6562953776042,18.1205769230769,10.6183503846154,11.6113129557292,10.5592779036458,9.55584475,10.0689626302083,9.98707671875,9.92263870192308,8.52678329326923,8.46805708333333,8.3285491796875
2015-06-17,34.134915020845,9.97695895833333,10.0256202083333,8.2728075390625,0.291889929824962,0.51151075755037,-48.2897176945833,0,-47.7558492025,-47.2261473754167,-47.0381122179167,-46.9959103908333,-46.5412085654167,-46.0948400729167,-45.6693049129167,0.328728509256797,0.313439362295472,0.312243311291887,0.321699555380071,0.32367526627769,0.270615839997797,0.308643104615465,0.557804193182289,0.518868947863476,0.562713325479767,0.597838492581831,0.603794300566954,0.529217757159288,0.572617231815978,0,0.435113454545455,4.49617236363636,0,0.435113454545455,0,0,8.59869845052083,10.0429208125,12.1175009114583,14.58357765625,15.5486766826923,11.5267145432692,11.9311202473958,8.59379485677083,9.498836484375,11.5778446354167,15.6562953776042,18.1205769230769,10.6183503846154,11.6113129557292,8.46294197916667,9.55584475,10.0689626302083,9.98707671875,9.92263870192308,8.52678329326923,8.46805708333333
2015-06-18,28.5549942682237,9.0580477734375,9.88444036458333,8.62808654947917,0.31289197396367,0.506415121694303,-47.6610861870833,13.8148521818182,-48.2897176945833,-47.7558492025,-47.2261473754167,-47.0381122179167,-46.9959103908333,-46.5412085654167,-46.0948400729167,0.291889929824962,0.328728509256797,0.313439362295472,0.312243311291887,0.321699555380071,0.32367526627769,0.270615839997797,0.51151075755037,0.557804193182289,0.518868947863476,0.562713325479767,0.597838492581831,0.603794300566954,0.529217757159288,0,0,0.435113454545455,4.49617236363636,0,0.435113454545455,0,10.0256202083333,8.59869845052083,10.0429208125,12.1175009114583,14.58357765625,15.5486766826923,11.5267145432692,9.97695895833333,8.59379485677083,9.498836484375,11.5778446354167,15.6562953776042,18.1205769230769,10.6183503846154,8.2728075390625,8.46294197916667,9.55584475,10.0689626302083,9.98707671875,9.92263870192308,8.52678329326923
2015-06-19,21.6965967738983,11.5692123958333,12.4441537109375,9.71536475260417,0.330312980477225,0.587466469117083,-46.09078801375,8.774788,-47.6610861870833,-48.2897176945833,-47.7558492025,-47.2261473754167,-47.0381122179167,-46.9959103908333,-46.5412085654167,0.31289197396367,0.291889929824962,0.328728509256797,0.313439362295472,0.312243311291887,0.321699555380071,0.32367526627769,0.506415121694303,0.51151075755037,0.557804193182289,0.518868947863476,0.562713325479767,0.597838492581831,0.603794300566954,13.8148521818182,0,0,0.435113454545455,4.49617236363636,0,0.435113454545455,9.88444036458333,10.0256202083333,8.59869845052083,10.0429208125,12.1175009114583,14.58357765625,15.5486766826923,9.0580477734375,9.97695895833333,8.59379485677083,9.498836484375,11.5778446354167,15.6562953776042,18.1205769230769,8.62808654947917,8.2728075390625,8.46294197916667,9.55584475,10.0689626302083,9.98707671875,9.92263870192308
2015-06-20,15.5996147354028,10.5067619791667,11.4962204817708,9.78817135416667,0.338870744111285,0.600931744610042,-39.799656505,3.08205363636364,-46.09078801375,-47.6610861870833,-48.2897176945833,-47.7558492025,-47.2261473754167,-47.0381122179167,-46.9959103908333,0.330312980477225,0.31289197396367,0.291889929824962,0.328728509256797,0.313439362295472,0.312243311291887,0.321699555380071,0.587466469117083,0.506415121694303,0.51151075755037,0.557804193182289,0.518868947863476,0.562713325479767,0.597838492581831,8.774788,13.8148521818182,0,0,0.435113454545455,4.49617236363636,0,12.4441537109375,9.88444036458333,10.0256202083333,8.59869845052083,10.0429208125,12.1175009114583,14.58357765625,11.5692123958333,9.0580477734375,9.97695895833333,8.59379485677083,9.498836484375,11.5778446354167,15.6562953776042,9.71536475260417,8.62808654947917,8.2728075390625,8.46294197916667,9.55584475,10.0689626302083,9.98707671875
2015-06-21,16.2225609880043,11.9835065494792,13.10577015625,10.4295913541667,0.367744180444797,0.593530002316202,-36.0418583320833,1.95801054545455,-39.799656505,-46.09078801375,-47.6610861870833,-48.2897176945833,-47.7558492025,-47.2261473754167,-47.0381122179167,0.338870744111285,0.330312980477225,0.31289197396367,0.291889929824962,0.328728509256797,0.313439362295472,0.312243311291887,0.600931744610042,0.587466469117083,0.506415121694303,0.51151075755037,0.557804193182289,0.518868947863476,0.562713325479767,3.08205363636364,8.774788,13.8148521818182,0,0,0.435113454545455,4.49617236363636,11.4962204817708,12.4441537109375,9.88444036458333,10.0256202083333,8.59869845052083,10.0429208125,12.1175009114583,10.5067619791667,11.5692123958333,9.0580477734375,9.97695895833333,8.59379485677083,9.498836484375,11.5778446354167,9.78817135416667,9.71536475260417,8.62808654947917,8.2728075390625,8.46294197916667,9.55584475,10.0689626302083
2015-06-22,25.5390686545895,11.4509890364583,12.2527293489583,10.3872266666667,0.33382382328595,0.593032979942383,-38.56322682375,1.30534036363636,-36.0418583320833,-39.799656505,-46.09078801375,-47.6610861870833,-48.2897176945833,-47.7558492025,-47.2261473754167,0.367744180444797,0.338870744111285,0.330312980477225,0.31289197396367,0.291889929824962,0.328728509256797,0.313439362295472,0.593530002316202,0.600931744610042,0.587466469117083,0.506415121694303,0.51151075755037,0.557804193182289,0.518868947863476,1.95801054545455,3.08205363636364,8.774788,13.8148521818182,0,0,0.435113454545455,13.10577015625,11.4962204817708,12.4441537109375,9.88444036458333,10.0256202083333,8.59869845052083,10.0429208125,11.9835065494792,10.5067619791667,11.5692123958333,9.0580477734375,9.97695895833333,8.59379485677083,9.498836484375,10.4295913541667,9.78817135416667,9.71536475260417,8.62808654947917,8.2728075390625,8.46294197916667,9.55584475
2015-06-23,22.1426344220418,12.871908046875,13.2182606510417,10.6156842708333,0.347750240073628,0.600216775406003,-40.40542865,0.217556727272727,-38.56322682375,-36.0418583320833,-39.799656505,-46.09078801375,-47.6610861870833,-48.2897176945833,-47.7558492025,0.33382382328595,0.367744180444797,0.338870744111285,0.330312980477225,0.31289197396367,0.291889929824962,0.328728509256797,0.593032979942383,0.593530002316202,0.600931744610042,0.587466469117083,0.506415121694303,0.51151075755037,0.557804193182289,1.30534036363636,1.95801054545455,3.08205363636364,8.774788,13.8148521818182,0,0,12.2527293489583,13.10577015625,11.4962204817708,12.4441537109375,9.88444036458333,10.0256202083333,8.59869845052083,11.4509890364583,11.9835065494792,10.5067619791667,11.5692123958333,9.0580477734375,9.97695895833333,8.59379485677083,10.3872266666667,10.4295913541667,9.78817135416667,9.71536475260417,8.62808654947917,8.2728075390625,8.46294197916667
2015-06-24,25.5863926995802,12.8730975260417,13.7916454427083,11.389728515625,0.377059675583023,0.603300330754302,-35.13513047625,0.652670181818182,-40.40542865,-38.56322682375,-36.0418583320833,-39.799656505,-46.09078801375,-47.6610861870833,-48.2897176945833,0.347750240073628,0.33382382328595,0.367744180444797,0.338870744111285,0.330312980477225,0.31289197396367,0.291889929824962,0.600216775406003,0.593032979942383,0.593530002316202,0.600931744610042,0.587466469117083,0.506415121694303,0.51151075755037,0.217556727272727,1.30534036363636,1.95801054545455,3.08205363636364,8.774788,13.8148521818182,0,13.2182606510417,12.2527293489583,13.10577015625,11.4962204817708,12.4441537109375,9.88444036458333,10.0256202083333,12.871908046875,11.4509890364583,11.9835065494792,10.5067619791667,11.5692123958333,9.0580477734375,9.97695895833333,10.6156842708333,10.3872266666667,10.4295913541667,9.78817135416667,9.71536475260417,8.62808654947917,8.2728075390625
2015-06-25,36.5029541202094,11.4979166276042,12.6740088541667,11.24556953125,0.343051023327734,0.572993358347217,-32.2939989679167,0.217556727272727,-35.13513047625,-40.40542865,-38.56322682375,-36.0418583320833,-39.799656505,-46.09078801375,-47.6610861870833,0.377059675583023,0.347750240073628,0.33382382328595,0.367744180444797,0.338870744111285,0.330312980477225,0.31289197396367,0.603300330754302,0.600216775406003,0.593032979942383,0.593530002316202,0.600931744610042,0.587466469117083,0.506415121694303,0.652670181818182,0.217556727272727,1.30534036363636,1.95801054545455,3.08205363636364,8.774788,13.8148521818182,13.7916454427083,13.2182606510417,12.2527293489583,13.10577015625,11.4962204817708,12.4441537109375,9.88444036458333,12.8730975260417,12.871908046875,11.4509890364583,11.9835065494792,10.5067619791667,11.5692123958333,9.0580477734375,11.389728515625,10.6156842708333,10.3872266666667,10.4295913541667,9.78817135416667,9.71536475260417,8.62808654947917
2015-06-26,80.2738751772135,11.9575125271739,12.6065433423913,10.9557921195652,0.357772086880908,0.595301277421887,-36.3695341283333,0.870226909090909,-32.2939989679167,-35.13513047625,-40.40542865,-38.56322682375,-36.0418583320833,-39.799656505,-46.09078801375,0.343051023327734,0.377059675583023,0.347750240073628,0.33382382328595,0.367744180444797,0.338870744111285,0.330312980477225,0.572993358347217,0.603300330754302,0.600216775406003,0.593032979942383,0.593530002316202,0.600931744610042,0.587466469117083,0.217556727272727,0.652670181818182,0.217556727272727,1.30534036363636,1.95801054545455,3.08205363636364,8.774788,12.6740088541667,13.7916454427083,13.2182606510417,12.2527293489583,13.10577015625,11.4962204817708,12.4441537109375,11.4979166276042,12.8730975260417,12.871908046875,11.4509890364583,11.9835065494792,10.5067619791667,11.5692123958333,11.24556953125,11.389728515625,10.6156842708333,10.3872266666667,10.4295913541667,9.78817135416667,9.71536475260417
2015-06-27,130.981585217817,11.8002717838542,12.87906484375,11.0232848958333,0.338750728150223,0.560963055642453,-37.1534026195833,35.7155627272727,-36.3695341283333,-32.2939989679167,-35.13513047625,-40.40542865,-38.56322682375,-36.0418583320833,-39.799656505,0.357772086880908,0.343051023327734,0.377059675583023,0.347750240073628,0.33382382328595,0.367744180444797,0.338870744111285,0.595301277421887,0.572993358347217,0.603300330754302,0.600216775406003,0.593032979942383,0.593530002316202,0.600931744610042,0.870226909090909,0.217556727272727,0.652670181818182,0.217556727272727,1.30534036363636,1.95801054545455,3.08205363636364,12.6065433423913,12.6740088541667,13.7916454427083,13.2182606510417,12.2527293489583,13.10577015625,11.4962204817708,11.9575125271739,11.4979166276042,12.8730975260417,12.871908046875,11.4509890364583,11.9835065494792,10.5067619791667,10.9557921195652,11.24556953125,11.389728515625,10.6156842708333,10.3872266666667,10.4295913541667,9.78817135416667
2015-06-28,222.174951345557,14.3414074869792,13.7965147135417,11.2996305989583,0.359082728094861,0.60443069499859,-38.7039377795833,0,-37.1534026195833,-36.3695341283333,-32.2939989679167,-35.13513047625,-40.40542865,-38.56322682375,-36.0418583320833,0.338750728150223,0.357772086880908,0.343051023327734,0.377059675583023,0.347750240073628,0.33382382328595,0.367744180444797,0.560963055642453,0.595301277421887,0.572993358347217,0.603300330754302,0.600216775406003,0.593032979942383,0.593530002316202,35.7155627272727,0.870226909090909,0.217556727272727,0.652670181818182,0.217556727272727,1.30534036363636,1.95801054545455,12.87906484375,12.6065433423913,12.6740088541667,13.7916454427083,13.2182606510417,12.2527293489583,13.10577015625,11.8002717838542,11.9575125271739,11.4979166276042,12.8730975260417,12.871908046875,11.4509890364583,11.9835065494792,11.0232848958333,10.9557921195652,11.24556953125,11.389728515625,10.6156842708333,10.3872266666667,10.4295913541667
2015-06-29,320.326516507655,15.3151760677083,14.1899741796875,11.4414899739583,0.335533508612736,0.59698098395949,-40.5128062720833,0,-38.7039377795833,-37.1534026195833,-36.3695341283333,-32.2939989679167,-35.13513047625,-40.40542865,-38.56322682375,0.359082728094861,0.338750728150223,0.357772086880908,0.343051023327734,0.377059675583023,0.347750240073628,0.33382382328595,0.60443069499859,0.560963055642453,0.595301277421887,0.572993358347217,0.603300330754302,0.600216775406003,0.593032979942383,0,35.7155627272727,0.870226909090909,0.217556727272727,0.652670181818182,0.217556727272727,1.30534036363636,13.7965147135417,12.87906484375,12.6065433423913,12.6740088541667,13.7916454427083,13.2182606510417,12.2527293489583,14.3414074869792,11.8002717838542,11.9575125271739,11.4979166276042,12.8730975260417,12.871908046875,11.4509890364583,11.2996305989583,11.0232848958333,10.9557921195652,11.24556953125,11.389728515625,10.6156842708333,10.3872266666667
